[MCMC_samples]
report.type: MCMC_samples
mcmc_samples:
catchability[CPUEq].q process[BHrecruitment].r0 selectivity[FishingSel].a50 selectivity[FishingSel].ato95
0.00013164 355581 8.62795 3.18579
0.000135672 338748 8.5061 3.45891
0.000144457 341325 8.74154 3.5277
0.000180251 306094 9.30684 3.62392
0.00010531 398986 8.41998 3.06976
7.089e-005 545879 8.72068 3.86242
6.04626e-005 668207 8.80384 3.45499
0.000115512 361222 8.33212 2.96527
0.000113964 391476 8.9691 3.57251
0.000156038 290882 8.34543 2.96474
7.79607e-005 511394 7.98307 3.01406
0.000102951 416403 8.03181 3.14523
0.000105596 407247 8.25198 2.55837
7.91284e-005 487685 7.4577 1.94317
0.000102479 435290 8.84271 4.26678
0.000143575 328563 8.0429 2.62107
0.000160427 352932 9.46121 3.92889
0.000106202 363936 7.73982 3.46582
0.00013778 345328 8.7517 3.47844
0.000159564 299140 8.94957 3.4884
0.000125517 347946 7.97607 2.94428
6.98312e-005 608702 8.94994 3.6919
0.000125677 386634 8.75875 3.44213
0.00016951 287393 8.79823 3.9649
0.000175475 265467 9.23371 3.78664
9.31924e-005 435181 8.16202 2.6767
8.6872e-005 500512 9.26755 4.39842
8.85248e-005 433991 8.2728 3.67149
8.96821e-005 428116 8.46892 3.65398
0.000127884 344441 8.78008 3.7987
0.000127146 337466 9.04544 3.88361
0.000100323 452470 8.86065 4.24279
5.86043e-005 730201 8.78096 3.9919
0.000152505 336966 9.21815 4.00551
0.00010925 387572 8.07897 3.50183
0.000128485 329255 7.9049 3.15011
0.000137892 330449 8.48358 3.51827
0.000155848 343265 8.77913 3.52357
0.000154092 326198 9.76649 4.61931
0.000114952 381215 7.62689 2.40364
0.00010742 365776 8.52588 3.70514
0.000124716 379782 8.52442 3.58173
5.26597e-005 723755 8.11693 3.14142
0.00014843 308544 8.43167 2.92718
0.000204723 255315 8.60004 3.57075
0.000164313 275078 8.81963 4.03279
6.99739e-005 533530 7.88662 3.34503
5.6388e-005 685743 8.03443 3.27908
0.00010833 378475 8.39317 3.63749
0.000120469 343623 8.14693 2.92556
0.000148665 341536 9.12735 3.98674
0.000110763 350632 8.53459 2.76537
0.00011684 402360 9.243 4.17695
9.61457e-005 440499 8.55937 3.27751
0.000143291 316027 8.14795 2.97483
0.000116509 347644 7.99042 2.95652
0.000102909 423570 8.67914 3.96296
0.000149364 299586 8.15986 2.93792
0.000124533 356006 9.04435 3.63007
9.73075e-005 448614 8.62264 3.01469
0.000130108 364006 8.65136 3.59259
0.000129511 304651 7.712 2.0718
0.00011676 336810 8.4994 3.15555
8.68579e-005 472282 8.24106 2.9925
8.84167e-005 436572 8.50221 3.94893
0.000116551 367264 8.34488 3.4349
4.64414e-005 737596 8.54279 3.33525
0.000102516 394963 8.3803 2.68558
0.000100681 440467 8.16846 2.43874
6.08581e-005 669204 9.30719 3.94651
7.68395e-005 588177 8.52373 3.09549
0.000141287 311824 8.28911 2.97918
0.00016071 301536 9.20634 4.20528
0.000157818 317569 8.68803 3.91758
0.000157249 320631 8.97496 3.63271
0.000119222 371905 8.7573 3.62752
0.000186561 299799 10.1161 4.53597
0.000126202 347830 7.89665 3.06574
0.000127906 341128 8.28467 3.07763
0.000145366 294731 8.23076 2.67075
0.000189966 296629 9.58735 4.01444
0.000227828 266253 10.0872 3.88412
0.000200172 250511 8.34249 2.87243
0.000239795 252254 9.7918 4.28625
0.000230707 240310 9.31143 4.25129
0.000165661 275175 8.90143 4.43897
0.000114085 432063 9.32101 4.09706
7.63053e-005 526355 8.13036 3.12113
3.39345e-005 1.07859e+006 7.67068 2.86256
0.000143647 333051 8.61093 3.52829
6.22895e-005 624497 8.19585 3.06528
5.85439e-005 630922 8.68319 2.96397
7.86343e-005 503935 7.65131 2.45768
9.69236e-005 481953 8.94041 3.50634
0.000119147 352438 8.03471 2.88
0.000126847 362157 8.33814 2.93406
0.000122326 375981 8.95971 3.98016
7.27589e-005 533556 7.88397 2.58282
0.000132689 339838 8.58102 3.23061
0.00012276 346280 8.04258 2.73124
8.41985e-005 516092 9.42844 4.34478
0.000141759 320516 8.75065 3.34694
7.91811e-005 497909 8.39464 3.19605
0.000150777 307103 8.68283 3.66212
0.000169701 318924 9.35375 3.91842
8.93123e-005 511196 8.81384 3.15471
8.41709e-005 456339 8.47549 3.28333
0.000105979 394275 8.44968 3.38217
5.28585e-005 774361 8.27835 3.45989
9.98801e-005 469571 9.33897 3.46072
8.82314e-005 465780 8.48388 3.26933
0.000162164 299840 9.20829 4.16754
0.000180731 258333 7.96357 2.96647
0.000187362 288473 8.53192 3.50604
0.000155198 285845 8.20396 2.7901
8.17935e-005 503258 8.78963 3.40278
0.000126207 342158 8.31646 2.47334
0.000155591 326893 9.12195 3.71207
0.000116972 392162 8.2684 3.20217
8.04351e-005 530452 8.26889 2.8181
0.000115291 371216 8.79597 3.41083
5.36714e-005 667088 8.0742 2.91474
6.02367e-005 662284 8.49594 3.41771
0.000158939 314118 9.15842 3.87934
0.000115981 381482 7.96869 2.95019
0.000111024 412814 8.97476 3.61832
6.33757e-005 651098 8.66239 2.96668
9.94329e-005 479813 8.65048 3.09428
9.62047e-005 428973 8.36132 3.61873
8.9119e-005 521724 9.02653 3.6444
7.60988e-005 507637 8.23734 2.80114
9.38109e-005 423721 8.11679 2.63306
0.000120083 372098 8.48067 2.80288
0.000105405 438079 8.05052 2.83531
6.89501e-005 572713 8.87894 4.06558
6.50223e-005 624440 8.69749 4.29387
5.38579e-005 816379 9.21 4.46594
8.65946e-005 518746 8.91458 4.39306
0.000124376 319457 7.44453 2.70402
9.11354e-005 436584 7.83472 3.42919
0.000105841 404053 8.05867 3.04364
0.000147983 302136 8.42272 2.96405
0.000202954 252221 8.46161 2.80987
0.000183632 281676 9.24198 3.91481
0.000161832 315399 8.86444 3.67063
0.000158692 335696 8.86281 3.4878
0.000127022 351767 8.66341 3.8215
0.000166834 300821 8.58168 2.99714
0.000104626 460223 9.00603 3.29385
6.50177e-005 649869 8.99996 3.51288
9.28547e-005 455283 8.41509 3.66222
0.000120521 391234 9.03877 3.74132
0.000119331 413804 9.09734 3.48601
9.52249e-005 499784 9.10419 3.49234
0.000146809 330351 9.27328 3.46201
0.000126476 357641 8.98008 3.58134
0.000126766 352639 8.09283 3.052
5.36445e-005 700209 8.0958 3.57166
0.00012069 367497 8.70603 2.72081
9.35818e-005 474540 8.52348 3.33297
0.000131554 368778 8.82616 3.42652
0.000132431 321932 8.12945 3.04383
9.55631e-005 450542 8.42389 3.32745
0.000109251 450334 8.8673 3.01628
0.000128901 360394 8.18012 2.66076
0.000119006 407430 8.5979 3.55586
9.02638e-005 481107 8.5821 3.42003
0.000108123 382492 8.51638 3.54142
4.72084e-005 822654 8.32267 3.14786
0.000116987 405004 8.90184 3.26673
0.000130846 347095 8.15855 3.07707
0.00010075 409943 8.34476 2.51822
0.000168468 284588 8.93439 3.8864
0.000151316 308716 8.60766 3.03664
0.00010149 396057 7.65241 2.9992
7.82336e-005 515526 7.64428 2.75432
0.000151746 316743 8.75043 3.19673
0.000122673 372214 8.18248 3.4235
0.000155338 302383 8.59827 2.80302
0.000167381 340217 9.24099 3.91751
8.56873e-005 541448 8.81336 3.73464
9.82593e-005 457387 9.51848 4.27457
9.76503e-005 427960 8.29025 3.45019
8.17229e-005 526156 8.45413 3.42277
2.89228e-005 1.31362e+006 8.05697 3.24284
3.23109e-005 1.08779e+006 8.54032 2.96489
0.000119071 408519 8.27266 2.9761
7.50257e-005 554084 8.52832 3.00212
0.000106325 408020 8.35981 3.14312
7.98314e-005 453056 8.31327 2.9759
0.000163665 308045 8.64981 3.11835
0.000114423 398793 8.5247 3.07187
0.000131885 350692 8.49773 3.32002
0.00010134 455946 8.93498 3.4024
7.23273e-005 552347 8.73253 3.77117
0.000100663 431949 8.52071 3.75438
0.000100601 433103 8.18329 3.20852
7.83215e-005 495111 8.21856 3.30029
0.000138219 357677 9.09828 3.6343
4.9259e-005 793086 7.89071 2.91777
3.03404e-005 1.18556e+006 8.03225 2.46464
2.84138e-005 1.33848e+006 8.41917 3.46521
8.41944e-005 575749 8.63285 3.14332
0.000102073 405153 8.21299 3.03056
7.35986e-005 527574 8.57626 2.84155
0.000124976 362601 8.88786 3.47038
0.000125446 345433 8.69401 3.46798
0.000170222 280322 8.75238 2.8622
0.000161271 269510 8.31407 3.51672
0.000220089 259942 8.94885 3.39851
0.000227354 265796 9.37972 4.07127
0.000225325 275028 9.26003 3.58511
0.000194231 298865 9.63876 3.94622
0.000196553 264984 9.13821 3.61249
0.000181995 283386 9.02042 3.47626
0.00015219 330395 9.40753 4.48508
5.14003e-005 777170 8.54565 2.48904
0.000155059 317114 8.50232 2.96488
0.000130576 356702 8.81826 3.4408
0.000140742 318074 7.81504 2.3104
4.75235e-005 872817 8.1115 2.73801
0.000108248 442803 8.47526 2.81224
4.95195e-005 755706 8.53808 2.69786
0.000110991 380831 8.31593 3.4053
0.00014892 291470 8.4623 3.21293
0.00015076 344690 9.5728 4.27336
0.00012453 356890 8.40321 3.14455
0.00012276 355027 8.71018 3.13721
0.000188529 286189 9.26473 4.47498
0.00012851 330593 8.258 2.3387
7.85816e-005 558198 8.81707 3.35721
8.98604e-005 453575 8.07611 2.85239
9.22549e-005 476320 8.76409 3.34055
9.5754e-005 440127 8.50964 3.74646
0.000106541 367751 8.88974 3.87928
0.00010038 396754 8.30745 3.03775
0.0001209 355890 9.02483 3.82836
0.000114943 451446 9.11912 3.1543
9.66085e-005 419496 8.44641 4.21603
0.000114782 351002 7.63183 2.33797
0.000128069 297585 7.53374 2.95716
0.000130463 330828 8.19822 2.71026
9.72486e-005 427809 7.96035 2.82276
0.000126368 365279 8.44527 3.55132
5.22629e-005 709068 8.48784 3.42188
9.18534e-005 426006 8.43863 3.13575
4.89592e-005 888965 8.37796 3.41768
4.29487e-005 921999 8.53258 3.08361
9.93848e-005 401770 8.32069 3.28778
0.000126422 318041 8.29372 3.49751
6.45554e-005 607437 8.56068 3.03144
9.20881e-005 432707 8.54307 3.40432
0.000187963 285104 8.74563 3.32676
0.000137013 321067 8.48843 3.54582
0.000110196 405127 8.83424 3.65592
0.000107407 374298 7.61966 2.90432
0.000109814 359622 8.57834 2.83521
8.54084e-005 500210 8.93198 3.57068
9.86838e-005 407253 7.95007 3.26716
5.59992e-005 862390 9.14616 3.5661
0.000180592 257812 8.53923 3.54663
0.000179681 304532 9.00863 3.72103
0.000156099 315363 8.95048 3.75736
0.000145448 295233 8.2493 2.62829
0.00015744 292754 8.66874 3.26999
0.000115822 369666 8.04552 3.09821
0.000141102 343162 8.91928 3.61571
7.31372e-005 521193 7.91756 2.87814
0.00010543 406397 8.55656 3.49584
0.000112516 406075 9.31938 4.32226
0.000118927 374671 8.095 2.57452
0.000143736 361990 9.41436 3.67318
0.000146052 340250 9.78353 3.97419
0.000156172 278961 7.6234 3.08259
0.000106594 383351 8.37261 3.33579
8.16271e-005 438955 8.62921 3.72117
0.000119062 362800 8.77624 3.372
0.000130557 413880 8.93764 2.79927
0.000121655 391281 8.44023 2.93693
0.000138335 314661 8.52555 3.47958
0.000115755 375088 8.47788 3.36666
0.000172046 279597 8.72207 3.11095
0.000105477 420967 9.11989 4.11146
0.000147517 309673 8.58536 2.99424
0.000188989 267049 8.63371 3.24036
0.000125005 381394 8.77458 3.30788
0.000108451 387463 8.25271 2.721
0.000123133 365192 8.79156 3.51983
0.000132086 346264 8.82894 3.28559
0.000101072 413155 8.96834 3.60786
6.82094e-005 606194 8.34035 3.12259
0.00011362 369482 7.94623 3.39371
9.79006e-005 442950 7.89187 2.95638
6.63207e-005 554418 7.90862 3.33012
7.31546e-005 615453 8.94592 3.68075
0.000131608 351014 8.21833 2.58893
9.9125e-005 499748 9.06838 3.49444
0.000131542 454556 9.82211 4.21159
0.000112516 407723 8.67292 3.6368
0.000107758 404349 8.69682 3.49886
0.000109837 437263 9.15156 3.54246
0.00013476 343505 9.09524 3.61067
9.76321e-005 455672 8.68651 3.03595
8.15812e-005 514306 8.96756 3.49918
0.000102823 381170 8.08918 2.93822
0.000133199 346564 8.21336 3.14497
0.000136432 338984 8.04905 2.96931
6.56159e-005 634238 8.33093 2.74538
0.000107837 410450 8.50813 4.20489
8.87793e-005 504862 9.34113 3.64149
0.000117031 341662 7.97708 2.42477
9.60889e-005 398715 8.35712 3.12926
0.000118506 372686 8.2992 2.6484
0.000125622 345305 8.3168 2.67095
0.000169027 311665 8.93976 3.34106
9.30077e-005 438595 8.42428 3.1197
0.000108453 406879 9.60423 3.98301
0.000102377 413270 8.07254 2.90843
0.000117221 370338 8.46453 3.8304
0.000163522 308500 8.83418 4.15187
0.00018151 299086 9.43224 3.89986
0.00016576 293397 9.35704 4.13033
0.000118691 377835 8.97519 3.90813
0.000145344 299570 8.19492 3.06681
0.00017535 272722 9.04274 4.00186
0.000121489 416159 8.78 3.65036
0.00012262 371337 8.23453 2.72533
0.000109806 352108 7.99999 3.27973
4.61812e-005 736980 8.36558 2.95597
0.000151132 318349 8.53917 3.31791
8.43316e-005 455025 7.90381 2.77348
0.000104558 442741 8.62207 3.20821
0.000140626 344585 8.6748 4.00777
0.000126939 386744 8.66822 3.68025
8.47435e-005 491060 8.63739 3.54251
7.85004e-005 516042 8.88906 3.85675
9.70558e-005 429349 8.75329 3.5459
8.76879e-005 477654 8.57156 2.99985
6.27199e-005 658418 8.10609 2.97136
0.000130755 361598 9.06828 3.7554
0.00012824 348299 8.80777 3.80347
8.12522e-005 516887 7.83757 2.13384
0.000113647 355756 8.02688 3.04663
0.000109765 391138 8.30529 2.65441
0.00015644 313079 8.81238 3.95
0.00011391 326926 8.11786 2.77258
0.000101314 442458 8.24504 2.84672
6.8489e-005 585962 8.11752 2.29188
7.62656e-005 489674 8.13847 2.99386
4.07968e-005 933452 7.91082 3.28786
0.000145298 359767 9.81556 4.53123
0.000148828 310736 8.3073 3.29679
0.000139543 390320 9.84927 4.19931
9.93342e-005 425158 8.73699 4.03209
0.000133681 331968 8.14284 3.17618
5.73402e-005 643410 8.09457 2.04953
0.000115149 380713 9.12309 4.14931
0.000103006 387712 8.552 3.20203
0.00011033 370404 8.06486 2.59446
0.000125859 364291 9.05128 3.73058
9.86309e-005 414048 8.63461 3.41433
0.000131033 340675 8.60352 3.84435
0.000164084 264626 8.06757 2.7256
0.000159307 328503 9.10062 3.71301
0.000162869 311191 8.5659 2.83396
0.00016936 270782 8.35855 3.32642
0.000215253 254399 8.84217 3.5068
0.000253611 256277 9.63091 4.3442
0.000227979 230174 9.00792 4.24127
0.000196655 271497 8.85693 3.57752
0.0001559 306751 8.32686 2.89654
0.000189031 292568 8.82678 3.26155
0.00013304 340671 8.80045 4.16321
0.000121289 366573 8.69187 3.39035
0.000158293 332814 8.71394 3.58819
9.83384e-005 403013 7.97474 2.80149
0.000137928 292762 8.53661 2.81101
0.000132087 362878 9.45011 4.11231
6.61917e-005 671414 8.26125 2.53537
0.000153666 265539 8.58404 3.68474
0.000143327 319201 8.52395 3.50307
0.000121625 397010 9.32469 3.80581
0.000131954 342672 8.9288 4.47691
0.000183371 271727 8.59549 3.14384
0.000152263 329013 9.41859 4.22174
0.000120238 395635 8.09599 3.06935
0.000141321 271855 7.77835 2.28333
0.000161952 301177 8.21107 3.31837
7.04942e-005 598057 8.57483 4.07847
0.0001128 374880 8.66571 3.94529
7.22108e-005 568203 8.72716 3.86342
9.20511e-005 501416 8.54333 4.46867
8.59638e-005 470169 8.65485 3.71557
0.000114082 405132 8.5633 3.10482
0.000113946 357712 8.05974 2.61061
8.60586e-005 484273 8.72162 3.70844
9.98279e-005 420804 8.79701 3.2351
0.00012555 396734 9.20785 4.29073
8.82337e-005 495006 8.90416 3.40598
0.000128942 390334 9.48653 3.81964
8.26977e-005 453062 8.09523 2.6531
0.000105321 395291 8.29772 2.86135
8.67294e-005 459461 8.00163 3.02344
0.000111778 358777 8.73691 3.45883
0.000121216 369511 8.72125 2.77116
0.000141138 350349 8.60865 3.01949
0.000171316 273630 8.75069 3.36545
0.000157026 315868 8.298 3.08116
0.000127336 331747 8.1952 2.75517
0.000164073 281868 8.73843 3.67806
9.51948e-005 449670 8.5321 3.17916
9.61261e-005 459157 8.8309 3.17674
9.19745e-005 570678 9.69999 4.70852
5.82477e-005 674623 8.17644 3.53817
8.18445e-005 519318 8.76347 3.38871
0.000126684 385937 9.34802 4.23233
6.96439e-005 554902 8.57314 3.3976
6.25405e-005 579144 8.19621 3.29275
8.27429e-005 485110 8.3603 3.18051
8.40076e-005 510166 8.96436 2.99488
0.000138401 326135 8.14593 3.27078
0.00010032 428455 8.37754 3.72441
0.000115603 392683 9.16485 4.36973
0.000119719 391451 8.6018 2.92959
0.000168337 313233 9.72466 4.89928
0.000110604 353410 8.53733 3.35462
3.7169e-005 986986 7.82051 3.35942
9.37066e-005 431342 8.63077 3.30295
8.3753e-005 479931 7.85964 2.6483
0.000210523 264581 9.31818 3.93385
0.000130671 345016 8.82352 3.50956
8.5814e-005 451270 8.26004 3.49642
6.00131e-005 750827 8.42735 3.67108
7.89013e-005 567561 8.57224 3.609
7.62767e-005 521087 8.14383 3.13076
0.000114327 390345 8.824 3.50029
0.000124593 362729 8.73999 3.72028
0.000106695 420883 8.3113 2.68623
0.000162785 299157 8.35312 3.31766
0.000148198 332834 8.72863 3.53176
0.000183573 281575 9.27735 3.19638
0.000144384 333193 9.268 3.69531
0.000125932 398746 9.58082 4.06247
0.000143686 323978 8.70025 3.26387
0.000138075 342879 8.50113 3.22664
0.000157938 305618 7.96328 2.74976
0.000163298 334917 9.23132 3.86234
0.000146231 332324 8.73211 3.76767
0.000178785 236688 7.80618 2.65816
0.000125576 378938 8.7361 3.34545
0.000137827 338858 8.47147 3.28186
0.000108363 388907 8.46786 3.22311
9.60555e-005 398245 7.68756 3.57024
8.4343e-005 492323 8.31223 2.76872
0.000183019 280499 9.11146 3.55748
0.000161999 279400 7.95586 3.22849
0.00015123 324703 8.97473 3.6752
8.29055e-005 533398 8.18786 3.81259
6.1185e-005 669922 8.92628 3.6011
5.69088e-005 707746 8.35439 3.13812
0.000115348 354134 7.65683 2.59878
0.000133631 352558 8.13173 2.65969
7.3018e-005 624309 8.36585 3.29605
8.84643e-005 458797 8.67333 2.9084
7.47922e-005 529581 8.38449 2.54172
0.000163576 343565 10.0895 4.03852
0.000193061 277987 8.784 3.002
0.000215692 237426 8.11702 2.80202
0.000160676 329603 8.9929 3.77787
0.000180957 316994 9.95027 4.78541
0.00012739 346397 8.64704 3.80542
6.39646e-005 573766 8.35624 3.85349
0.000114154 407525 9.18157 3.61218
0.000161887 280987 8.44825 4.01766
0.000118007 366657 8.06363 2.56331
6.20965e-005 648376 8.32336 3.07186
0.00011169 423122 8.36294 2.96671
6.65376e-005 632673 9.30422 4.14032
0.000133991 367553 9.4759 4.32413
0.000172296 279234 8.45006 3.0731
9.50756e-005 419990 8.37912 3.60431
0.000128276 354829 9.26715 4.05532
0.000170202 292354 8.31098 3.80182
0.000193935 261458 8.81031 3.3264
0.000189969 303552 10.0359 4.78567
0.000166894 293535 8.74635 3.20549
0.000134653 358937 9.21275 3.43666
0.000112139 389464 8.74086 3.59035
8.81295e-005 525370 8.70207 3.4459
0.000132458 374345 9.01046 3.84813
0.000112226 392726 8.71555 3.55988
7.29834e-005 494191 7.71213 2.64443
0.000122399 393081 9.72719 4.21689
8.23854e-005 533247 8.63356 3.48051
9.11719e-005 465560 8.72789 3.57898
0.000165611 328997 9.29186 3.53992
0.000117717 403945 9.1873 3.43735
0.000109079 362367 8.16504 3.40375
7.31014e-005 576958 8.4728 3.49026
0.000113236 387936 8.37482 3.12273
0.000126298 389495 8.80686 3.52054
5.02688e-005 787627 8.37122 3.46043
0.000109277 370733 8.08067 3.82446
0.000126467 363556 8.3977 2.80828
7.84969e-005 507464 8.70999 3.746
0.000105414 405808 7.76517 2.17254
0.000123411 363564 8.55996 3.67333
0.000152618 332856 8.7116 3.36163
0.000163419 314326 8.81151 3.53071
0.000173935 298543 9.66445 3.62063
0.000146434 293118 8.6019 3.2788
6.63187e-005 556999 7.88552 3.91933
0.000128179 354491 8.96161 3.82521
8.82987e-005 431447 7.79931 2.58156
7.50841e-005 489983 7.84386 2.96819
6.10552e-005 685399 8.63586 3.18212
0.000114141 403613 8.65697 3.38058
5.31353e-005 761241 8.2409 3.18642
0.000133441 331362 8.08302 3.17627
9.19217e-005 501697 8.65083 3.50008
0.000113315 386580 8.68825 2.88694
0.000156083 286524 8.07995 3.15959
0.000103469 407030 8.50367 3.87227
0.000113305 390034 9.0961 3.43272
8.0954e-005 520539 8.56252 3.81436
0.000106749 443008 8.05569 2.24227
7.63204e-005 518423 8.18028 3.09877
9.57735e-005 449003 8.57607 2.88129
0.000129721 400825 8.73495 2.79003
9.87888e-005 431228 8.10698 3.16707
4.62065e-005 862980 7.99765 2.43435
5.64061e-005 637624 8.21483 2.71357
2.98173e-005 1.16382e+006 8.07898 2.94469
3.5216e-005 1.09383e+006 8.46366 4.04661
3.28885e-005 1.13879e+006 7.97344 2.87552
0.000141462 354549 8.84398 3.6219
0.00014699 337176 8.98136 3.36283
0.000137439 334236 9.0832 3.66783
0.00012947 346761 8.31771 3.49413
0.00010735 388688 8.53471 3.8028
0.000111659 379778 8.4427 3.7146
0.000110161 404593 8.25586 2.95171
